hit_publication_year,event_time,rows,observed_rows,missing_rows,missing_rate,mean_citations_zero_missing,mean_citations_observed_only
2024,-2,633,633,0,0.00000000,0.94154818,0.94154818
2024,-3,633,633,0,0.00000000,0.78357030,0.78357030
2024,-4,633,633,0,0.00000000,0.45971564,0.45971564
2024,-5,633,633,0,0.00000000,0.25118483,0.25118483
2024,-6,633,633,0,0.00000000,0.22748815,0.22748815
2024,-7,633,633,0,0.00000000,0.15165877,0.15165877
2024,-8,633,633,0,0.00000000,0.18167457,0.18167457
2024,-9,633,633,0,0.00000000,0.14375987,0.14375987
2024,0,633,633,0,0.00000000,1.90205371,1.90205371
2024,1,633,633,0,0.00000000,1.59557662,1.59557662
2024,10,633,633,0,0.00000000,0.00000000,0.00000000
2024,2,633,633,0,0.00000000,0.29067930,0.29067930
2024,3,633,633,0,0.00000000,0.00000000,0.00000000
2024,4,633,633,0,0.00000000,0.00000000,0.00000000
2024,5,633,633,0,0.00000000,0.00000000,0.00000000
2024,6,633,633,0,0.00000000,0.00000000,0.00000000
2024,7,633,633,0,0.00000000,0.00000000,0.00000000
2024,8,633,633,0,0.00000000,0.00000000,0.00000000
2024,9,633,633,0,0.00000000,0.00000000,0.00000000
2025,-1,12,12,0,0.00000000,0.00000000,0.00000000
2025,-10,12,12,0,0.00000000,0.00000000,0.00000000
2025,-2,12,12,0,0.00000000,0.00000000,0.00000000
2025,-3,12,12,0,0.00000000,0.00000000,0.00000000
2025,-4,12,12,0,0.00000000,0.00000000,0.00000000
2025,-5,12,12,0,0.00000000,0.00000000,0.00000000
2025,-6,12,12,0,0.00000000,0.00000000,0.00000000
2025,-7,12,12,0,0.00000000,0.00000000,0.00000000
2025,-8,12,12,0,0.00000000,0.00000000,0.00000000
2025,-9,12,12,0,0.00000000,0.00000000,0.00000000
2025,0,12,12,0,0.00000000,0.00000000,0.00000000
2025,1,12,12,0,0.00000000,0.00000000,0.00000000
2025,10,12,12,0,0.00000000,0.00000000,0.00000000
2025,2,12,12,0,0.00000000,0.00000000,0.00000000
2025,3,12,12,0,0.00000000,0.00000000,0.00000000
2025,4,12,12,0,0.00000000,0.00000000,0.00000000
2025,5,12,12,0,0.00000000,0.00000000,0.00000000
2025,6,12,12,0,0.00000000,0.00000000,0.00000000
2025,7,12,12,0,0.00000000,0.00000000,0.00000000
2025,8,12,12,0,0.00000000,0.00000000,0.00000000
2025,9,12,12,0,0.00000000,0.00000000,0.00000000
