sample,metric,pre_mean,post_mean,difference
at_risk,mean_citations,0.6597564142107806,0.8695766010991482,0.20982018688836768
at_risk,mean_expected_citations,0.522286465904756,0.6180079821906688,0.09572151628591274
at_risk,mean_excess_citations,0.13746994830602283,0.2515686189084768,0.11409867060245399
at_risk,observed_expected_ratio,1.260223519099038,1.4060931824436351,0.14586966334459706
balanced_full_window,mean_citations,0.5189116226200625,0.4605996021597044,-0.058312020460358105
balanced_full_window,mean_expected_citations,0.5247608114748047,0.529020512401675,0.004259700926870336
balanced_full_window,mean_excess_citations,-0.005849188854742275,-0.06842091024197075,-0.06257172138722847
balanced_full_window,observed_expected_ratio,0.9894034215048091,0.8706103095843793,-0.11879311192042974
